timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-01-07T00:00:00.000Z";"2024-01-07T23:59:59.999Z";"2024-01-07T06:19:00.000Z";"2024-01-07T23:31:00.000Z";"2781";0.00000960498552;0.00000967256641;0.00000899032698;0.00000901575851;130490363.3;5312986857.29;"2024-01-07T23:59:59.999Z"
"2024-01-06T00:00:00.000Z";"2024-01-06T23:59:59.999Z";"2024-01-06T00:00:00.000Z";"2024-01-06T06:58:00.000Z";"2781";0.00000983049159;0.00000983049159;0.00000939209009;0.00000960497256;115014702.26;5660211233.96;"2024-01-06T23:59:59.999Z"
"2024-01-05T00:00:00.000Z";"2024-01-05T23:59:59.999Z";"2024-01-05T00:28:00.000Z";"2024-01-05T17:10:00.000Z";"2781";0.0000100080088;0.00001007433239;0.00000951124099;0.00000983074236;188484201.31;5793257396.56;"2024-01-05T23:59:59.999Z"
"2024-01-04T00:00:00.000Z";"2024-01-04T23:59:59.999Z";"2024-01-04T22:19:00.000Z";"2024-01-04T01:29:00.000Z";"2781";0.00000956024577;0.00001010406509;0.00000948856536;0.00001000923339;179014692.71;5898442245.97;"2024-01-04T23:59:59.999Z"
"2024-01-03T00:00:00.000Z";"2024-01-03T23:59:59.999Z";"2024-01-03T09:45:00.000Z";"2024-01-03T12:16:00.000Z";"2781";0.00001055780655;0.00001065042499;0.00000907504232;0.00000955968801;329911846.44;5633525118.31;"2024-01-03T23:59:59.999Z"
"2024-01-02T00:00:00.000Z";"2024-01-02T23:59:59.999Z";"2024-01-02T09:09:00.000Z";"2024-01-02T21:05:00.000Z";"2781";0.00001068436902;0.00001091558502;0.00001049876636;0.0000105576734;172819159.09;6221638015.44;"2024-01-02T23:59:59.999Z"
"2024-01-01T00:00:00.000Z";"2024-01-01T23:59:59.999Z";"2024-01-01T20:49:00.000Z";"2024-01-01T04:23:00.000Z";"2781";0.00001034143511;0.00001068700168;0.00001026429521;0.00001068508772;97831619.35;6296723415.49;"2024-01-01T23:59:59.999Z"
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T12:37:00.000Z";"2023-12-31T23:23:00.000Z";"2781";0.00001046239105;0.00001058738718;0.00001030101553;0.00001033983731;88174762.34;6093268684.86;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T16:10:00.000Z";"2023-12-30T09:46:00.000Z";"2781";0.00001042350004;0.00001057980607;0.00001039263831;0.00001046443382;91645462.06;6166693470.03;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T12:23:00.000Z";"2023-12-29T22:22:00.000Z";"2781";0.00001062655761;0.00001069936211;0.00001031881396;0.0000104235143;148130909.31;6142581917.68;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T04:31:00.000Z";"2023-12-28T14:47:00.000Z";"2781";0.00001089709707;0.00001103860773;0.00001048583084;0.00001062581664;187014763.62;6261798926.69;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T23:53:00.000Z";"2023-12-27T03:34:00.000Z";"2781";0.00001057984936;0.00001090206094;0.00001032716166;0.0000108957425;164192413.65;6420866496.15;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T00:02:00.000Z";"2023-12-26T17:43:00.000Z";"2781";0.00001101395988;0.00001101977385;0.00001024737107;0.00001057971471;203936728.84;6234631166.04;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T22:39:00.000Z";"2023-12-25T00:46:00.000Z";"2781";0.00001066828626;0.00001104502909;0.00001059550299;0.00001101281985;174486900.37;6489861728.71;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T00:00:00.000Z";"2023-12-24T22:54:00.000Z";"2781";0.00001107529072;0.00001107529072;0.00001058629477;0.00001066893166;211425153.61;6287208800.67;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T14:00:00.000Z";"2023-12-23T04:44:00.000Z";"2781";0.00001091593586;0.00001124971246;0.00001055190574;0.00001107598881;257167088.31;6527087858.06;"2023-12-23T23:59:59.999Z"
"2023-12-22T00:00:00.000Z";"2023-12-22T23:59:59.999Z";"2023-12-22T22:06:00.000Z";"2023-12-22T09:19:00.000Z";"2781";0.00001043962775;0.00001093939991;0.00001037195523;0.0000109174628;270346304.21;6433761121.82;"2023-12-22T23:59:59.999Z"
"2023-12-21T00:00:00.000Z";"2023-12-21T23:59:59.999Z";"2023-12-21T20:16:00.000Z";"2023-12-21T01:46:00.000Z";"2781";0.000010232417;0.00001052097408;0.00001015854376;0.00001044136184;162850537.55;6153279960.54;"2023-12-21T23:59:59.999Z"
"2023-12-20T00:00:00.000Z";"2023-12-20T23:59:59.999Z";"2023-12-20T15:41:00.000Z";"2023-12-20T02:11:00.000Z";"2781";0.00001013038755;0.00001048910506;0.00000999335844;0.00001023170987;172478617.23;6029728588.43;"2023-12-20T23:59:59.999Z"
"2023-12-19T00:00:00.000Z";"2023-12-19T23:59:59.999Z";"2023-12-19T07:49:00.000Z";"2023-12-19T17:59:00.000Z";"2781";0.00001041846399;0.00001056212336;0.00001003111326;0.00001013264412;188813284.8;5971347441.95;"2023-12-19T23:59:59.999Z"
"2023-12-18T00:00:00.000Z";"2023-12-18T23:59:59.999Z";"2023-12-18T22:01:00.000Z";"2023-12-18T10:39:00.000Z";"2781";0.0000103142932;0.00001047003262;0.00000962601644;0.00001041736368;325699740.34;6139137771.25;"2023-12-18T23:59:59.999Z"
"2023-12-17T00:00:00.000Z";"2023-12-17T23:59:59.999Z";"2023-12-17T00:14:00.000Z";"2023-12-17T23:36:00.000Z";"2781";0.0000116484328;0.00001185614644;0.0000102719707;0.00001031595023;527987369.06;6079373050.4;"2023-12-17T23:59:59.999Z"
"2023-12-16T00:00:00.000Z";"2023-12-16T23:59:59.999Z";"2023-12-16T23:58:00.000Z";"2023-12-16T00:40:00.000Z";"2781";0.00000960331928;0.00001165262439;0.00000952161401;0.00001165055622;615802607.01;6865880131.94;"2023-12-16T23:59:59.999Z"
"2023-12-15T00:00:00.000Z";"2023-12-15T23:59:59.999Z";"2023-12-15T00:13:00.000Z";"2023-12-15T23:58:00.000Z";"2781";0.00001008003771;0.00001009539154;0.00000960368507;0.00000960368893;175154447.88;5659707593.79;"2023-12-15T23:59:59.999Z"
"2023-12-14T00:00:00.000Z";"2023-12-14T23:59:59.999Z";"2023-12-14T08:20:00.000Z";"2023-12-14T00:45:00.000Z";"2781";0.00000980245268;0.00001018124974;0.00000978109341;0.00001007762519;225522581.73;5939010754.36;"2023-12-14T23:59:59.999Z"
"2023-12-13T00:00:00.000Z";"2023-12-13T23:59:59.999Z";"2023-12-13T22:25:00.000Z";"2023-12-13T07:02:00.000Z";"2781";0.00000959175855;0.00000985072041;0.00000921971418;0.00000980335723;192016757.42;5777578334.3;"2023-12-13T23:59:59.999Z"
"2023-12-12T00:00:00.000Z";"2023-12-12T23:59:59.999Z";"2023-12-12T07:56:00.000Z";"2023-12-12T18:01:00.000Z";"2781";0.00000951294683;0.00000974956845;0.00000932726203;0.00000959329153;190436920.47;5653776765.35;"2023-12-12T23:59:59.999Z"
"2023-12-11T00:00:00.000Z";"2023-12-11T23:59:59.999Z";"2023-12-11T01:56:00.000Z";"2023-12-11T18:32:00.000Z";"2781";0.00001031767688;0.00001051977023;0.00000921219;0.0000095129478;396495074.78;5606426434.46;"2023-12-11T23:59:59.999Z"
"2023-12-10T00:00:00.000Z";"2023-12-10T23:59:59.999Z";"2023-12-10T23:07:00.000Z";"2023-12-10T10:03:00.000Z";"2781";0.0000100098507;0.0000103812284;0.00000994250953;0.00001031533786;252684987.29;6079312538.79;"2023-12-10T23:59:59.999Z"
"2023-12-09T00:00:00.000Z";"2023-12-09T23:59:59.999Z";"2023-12-09T07:49:00.000Z";"2023-12-09T23:37:00.000Z";"2781";0.00001020938756;0.00001042720251;0.00000995365864;0.00001000963514;470549398.93;5899147585.28;"2023-12-09T23:59:59.999Z"
"2023-12-08T00:00:00.000Z";"2023-12-08T23:59:59.999Z";"2023-12-08T21:27:00.000Z";"2023-12-08T01:12:00.000Z";"2781";0.00000978717308;0.00001041030867;0.00000977682474;0.0000102081204;313743689.18;6016124260.08;"2023-12-08T23:59:59.999Z"
"2023-12-07T00:00:00.000Z";"2023-12-07T23:59:59.999Z";"2023-12-07T21:58:00.000Z";"2023-12-07T09:29:00.000Z";"2781";0.00000971087218;0.00000985971194;0.00000944222262;0.0000097875126;282576036.93;5768240351.62;"2023-12-07T23:59:59.999Z"
"2023-12-06T00:00:00.000Z";"2023-12-06T23:59:59.999Z";"2023-12-06T10:53:00.000Z";"2023-12-06T03:46:00.000Z";"2781";0.00000946647289;0.00001055228863;0.00000940665223;0.00000970585932;758647296.17;5720118246.3;"2023-12-06T23:59:59.999Z"
"2023-12-05T00:00:00.000Z";"2023-12-05T23:59:59.999Z";"2023-12-05T16:17:00.000Z";"2023-12-05T07:46:00.000Z";"2781";0.00000922347374;0.00000953916247;0.00000890687272;0.00000946563853;405448514.25;5578544862.76;"2023-12-05T23:59:59.999Z"
"2023-12-04T00:00:00.000Z";"2023-12-04T23:59:59.999Z";"2023-12-04T08:06:00.000Z";"2023-12-04T14:34:00.000Z";"2781";0.00000903648946;0.00000954323641;0.00000879596809;0.00000922379994;479423585.88;5436018038.51;"2023-12-04T23:59:59.999Z"
"2023-12-03T00:00:00.000Z";"2023-12-03T23:59:59.999Z";"2023-12-03T20:07:00.000Z";"2023-12-03T13:02:00.000Z";"2781";0.00000853027607;0.00000941463284;0.00000840414459;0.00000903621437;395932758.28;5325465059.27;"2023-12-03T23:59:59.999Z"
"2023-12-02T00:00:00.000Z";"2023-12-02T23:59:59.999Z";"2023-12-02T20:00:00.000Z";"2023-12-02T00:31:00.000Z";"2781";0.00000836732449;0.00000855428624;0.00000835249095;0.00000852986423;117086335.66;5027049165.47;"2023-12-02T23:59:59.999Z"
"2023-12-01T00:00:00.000Z";"2023-12-01T23:59:59.999Z";"2023-12-01T02:55:00.000Z";"2023-12-01T00:52:00.000Z";"2781";0.000008294084;0.00000838142955;0.000008266718;0.00000836714305;112451792.11;4931149940.01;"2023-12-01T23:59:59.999Z"
"2023-11-30T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-30T23:53:00.000Z";"2023-11-30T14:45:00.000Z";"2781";0.00000821697013;0.00000829459381;0.00000815593889;0.00000829358761;299420210.63;4887800271.88;"2023-11-30T23:59:59.999Z"
"2023-11-29T00:00:00.000Z";"2023-11-29T23:59:59.999Z";"2023-11-29T09:22:00.000Z";"2023-11-29T17:22:00.000Z";"2781";0.00000831095874;0.00000838235561;0.00000817774482;0.00000821680404;119348744.61;4842548107.25;"2023-11-29T23:59:59.999Z"
"2023-11-28T00:00:00.000Z";"2023-11-28T23:59:59.999Z";"2023-11-28T18:02:00.000Z";"2023-11-28T07:41:00.000Z";"2781";0.00000820105153;0.00000832641516;0.00000805477195;0.00000831071805;131385081.09;4897896039.18;"2023-11-28T23:59:59.999Z"
"2023-11-27T00:00:00.000Z";"2023-11-27T23:59:59.999Z";"2023-11-27T08:15:00.000Z";"2023-11-27T20:37:00.000Z";"2781";0.00000831047242;0.00000862811036;0.0000080458382;0.0000082011061;210584943.09;4833296577.82;"2023-11-27T23:59:59.999Z"
"2023-11-26T00:00:00.000Z";"2023-11-26T23:59:59.999Z";"2023-11-26T00:04:00.000Z";"2023-11-26T16:34:00.000Z";"2781";0.00000847034621;0.00000847635373;0.00000813775113;0.00000831093175;121391441.61;4898021985.03;"2023-11-26T23:59:59.999Z"
